title,year,pages,key_words,abstract,DOI,type
Library and Information Science research areas: A content analysis of articles from the top 10 journals 2007-8.,2012.0,22,MLOps|Indexing|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science,Library and Information Science research areas: A content analysis of articles from the top 10 journals 2007-8.,journals/jolis/Aharony12,demo paper
Ensemble convolutional neural networks for pose estimation.,2018.0,25,Computer Architecture|Languages & Compilers|Data Processing|Big Data|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Machine Learning,Ensemble convolutional neural networks for pose estimation.,journals/cviu/KawanaUHY18,full paper
Robust load planning of trains in intermodal transportation.,2014.0,11,Computer Architecture|Data Processing|Languages & Compilers|Big Data|Computer Science|Information Systems|Hardware|Machine Learning,Robust load planning of trains in intermodal transportation.,journals/ors/BrunsGKS14,short paper
Feature Investigation of a Segmented Pole Quasi- Halbach Tubular-Linear Synchronous Machine.,2022.0,20,Databases|Data Processing|Languages & Compilers|Mathematics for Computer Science|Hardware|Databases|Machine Learning,Feature Investigation of a Segmented Pole Quasi- Halbach Tubular-Linear Synchronous Machine.,journals/access/MasmoudiAZS22,demo paper
Implementation and performance analysis of various VM placement strategies in CloudSim.,2015.0,16,Languages & Compilers|Big Data|Distributed Systems|Data structures & Algorithms|Data Science|Data Modeling,Implementation and performance analysis of various VM placement strategies in CloudSim.,journals/jcloudc/ChowdhuryMR15,short paper
Knowledge Management Capability in Nursing care Performance in Selected Teaching Hospitals in Southwest Nigeria.,2018.0,28,Databases|Computer Architecture|MLOps|Data Processing|Operating Systems|Indexing|Big Data|Distributed Systems|Computer Science|Data structures & Algorithms|Hardware|Databases|Machine Learning,Knowledge Management Capability in Nursing care Performance in Selected Teaching Hospitals in Southwest Nigeria.,journals/tcdl/Ajanaku18,poster
Blockchain Standard: Can We Reach Consensus?,2018.0,19,Databases|Computer Architecture|Data Processing|Operating Systems|Indexing|Big Data|Mathematics for Computer Science|Hardware|Data Science|Data Modeling,Blockchain Standard: Can We Reach Consensus?,journals/csm/GramoliS18,short paper
Lossy Compression of Communication Traces Using Recurrent Neural Networks.,2022.0,12,Computer Architecture|Operating Systems|Big Data|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Databases,Lossy Compression of Communication Traces Using Recurrent Neural Networks.,journals/tpds/SunYSLS22,full paper
Reliability Allocation Problem in Series-Parallel Systems: Ant Colony Optimization.,2011.0,26,Databases|Computer Architecture|MLOps|Languages & Compilers|Indexing|Computer Science|Mathematics for Computer Science|Data Science|Databases|Machine Learning|Data Modeling,Reliability Allocation Problem in Series-Parallel Systems: Ant Colony Optimization.,journals/ijaec/YalaouiBCY11,poster
Collaborative adhocracies and mix-and-match technologies in emergency management.,2007.0,13,Databases|Computer Architecture|Computer Networking|Data Processing|Operating Systems|Indexing|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Machine Learning|Data Modeling,Collaborative adhocracies and mix-and-match technologies in emergency management.,journals/cacm/MendoncaJH07,poster
Communication Theory Joint data detection and estimation of time-varying multipath rayleigh fading channels in asynchronous DS-CDMA systems with long spreading sequences.,2007.0,14,Computer Architecture|Computer Networking|Operating Systems|Distributed Systems|Computer Science|Data Science|Databases,Communication Theory Joint data detection and estimation of time-varying multipath rayleigh fading channels in asynchronous DS-CDMA systems with long spreading sequences.,journals/ett/XiaoS07,demo paper
Visible light communication using TDMA optical beamforming.,2017.0,23,Computer Networking|MLOps|Data Processing|Operating Systems|Indexing|Mathematics for Computer Science|Hardware|Data Science,Visible light communication using TDMA optical beamforming.,journals/ejwcn/KimBN17,full paper
NB-IoT Random Access for Nonterrestrial Networks: Preamble Detection and Uplink Synchronization.,2022.0,21,Computer Architecture|Computer Networking|Languages & Compilers|Indexing|Hardware|Databases,NB-IoT Random Access for Nonterrestrial Networks: Preamble Detection and Uplink Synchronization.,journals/iotj/ChougraniKMC22,demo paper
Modelling Segmented Cardiotocography Time-Series Signals Using One-Dimensional Convolutional Neural Networks for the Early Detection of Abnormal Birth Outcomes.,2021.0,28,Databases|Data Processing|Operating Systems|Computer Science|Mathematics for Computer Science|Data Science|Databases|Data Modeling,Modelling Segmented Cardiotocography Time-Series Signals Using One-Dimensional Convolutional Neural Networks for the Early Detection of Abnormal Birth Outcomes.,journals/tetci/FergusCMRLP21,poster
"Quantifying Spike Train Oscillations: Biases, Distortions and Solutions.",2015.0,21,Databases|Computer Architecture|MLOps|Operating Systems|Indexing|Big Data|Information Systems|Data structures & Algorithms|Data Science|Databases|Data Modeling,"Quantifying Spike Train Oscillations: Biases, Distortions and Solutions.",journals/ploscb/MatznerB15,demo paper
Hamiltonian Systems: Chaos and Quantization (Alfredo M. Ozorio de Almeida). Chaos and Integrability in Nonlinear Dynamics: An Introduction (Michael Tabor) An Introduction to Chaotic Dynamical Systems (Robert L. Devaney).,1990.0,25,Computer Architecture|Data Processing|Indexing|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Machine Learning,Hamiltonian Systems: Chaos and Quantization (Alfredo M. Ozorio de Almeida). Chaos and Integrability in Nonlinear Dynamics: An Introduction (Michael Tabor) An Introduction to Chaotic Dynamical Systems (Robert L. Devaney).,journals/siamrev/Stuart90,short paper
Post-anthropocentric creativity.,2016.0,24,Databases|Computer Architecture|Computer Networking|MLOps|Languages & Compilers|Data Processing|Indexing|Big Data|Computer Science|Data structures & Algorithms|Hardware|Data Science|Machine Learning,Post-anthropocentric creativity.,journals/creativity/RoudavskiM16,full paper
"Metaverse: Perspectives from graphics, interactions and visualization.",2022.0,17,Databases|Data Processing|Languages & Compilers|Hardware|Data Science|Data Modeling,"Metaverse: Perspectives from graphics, interactions and visualization.",journals/vi/ZhaoJCLYXC22,poster
Resource management in network dynamics: An optimal approach to the admission control problem.,2010.0,27,Computer Architecture|Languages & Compilers|Operating Systems|Big Data|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Machine Learning,Resource management in network dynamics: An optimal approach to the admission control problem.,journals/cma/BruniPKM10,full paper
Compressible flows: New existence results and justification of the Reynolds asymptotic in thin films.,2012.0,21,Databases|Operating Systems|Indexing|Data Science|Machine Learning,Compressible flows: New existence results and justification of the Reynolds asymptotic in thin films.,journals/asy/ChupinS12,full paper
A VLSI architecture for dynamic scene analysis.,1991.0,13,Databases|Languages & Compilers|Indexing|Big Data|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Databases,A VLSI architecture for dynamic scene analysis.,journals/cviu/RanganathanM91,demo paper
Optical Path Cross-Connect System Scale Evaluation Using Path Accommodation Design for Restricted Wavelength Multiplexing .,1996.0,26,Databases|Computer Architecture|MLOps|Data Processing|Computer Networking|Operating Systems|Languages & Compilers|Big Data|Computer Science|Data structures & Algorithms|Data Science|Databases,Optical Path Cross-Connect System Scale Evaluation Using Path Accommodation Design for Restricted Wavelength Multiplexing .,journals/jsac/NagatsuOS96,demo paper
Correction to: Mapping audiovisual content providers and resources in Greece.,2022.0,27,Databases|Computer Architecture|Languages & Compilers|Operating Systems|Indexing|Big Data|Distributed Systems|Computer Science|Information Systems|Databases|Machine Learning,Correction to: Mapping audiovisual content providers and resources in Greece.,journals/jodl/MalliariNZD22a,short paper
Predictive control for sector bounded nonlinear model and its application to solid oxide fuel cell systems.,2012.0,29,Computer Architecture|Languages & Compilers|Data Processing|Indexing|Information Systems|Data structures & Algorithms|Data Science|Data Modeling,Predictive control for sector bounded nonlinear model and its application to solid oxide fuel cell systems.,journals/amc/LeeKP12,poster
Effects of vocabulary training by computer in kindergarten.,2003.0,28,Computer Architecture|Data Processing|Distributed Systems|Computer Science|Information Systems|Data Science|Machine Learning,Effects of vocabulary training by computer in kindergarten.,journals/jcal/SegersV03,short paper
Solving a multiple-qualifications physician scheduling problem with multiple types of tasks by dynamic programming and variable neighborhood search.,2022.0,11,Computer Architecture|Languages & Compilers|Data Processing|Operating Systems|Big Data|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Machine Learning,Solving a multiple-qualifications physician scheduling problem with multiple types of tasks by dynamic programming and variable neighborhood search.,journals/jors/LanFYMP22,full paper
Effective Resistance Preserving Directed Graph Symmetrization.,2019.0,11,Computer Architecture|Computer Networking|Languages & Compilers|Data Processing|Operating Systems|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Data Science|Databases|Machine Learning|Data Modeling,Effective Resistance Preserving Directed Graph Symmetrization.,journals/siammax/Fitch19,demo paper
A simple model of retina-LGN transmission.,2008.0,21,Computer Architecture|Languages & Compilers|Operating Systems|Computer Science|Mathematics for Computer Science|Hardware|Data Science|Machine Learning,A simple model of retina-LGN transmission.,journals/jcns/CastiHXK08,short paper
Business pluralism of electronic prescriptions: state of development in Europe and the USA.,2006.0,11,Databases|Computer Architecture|Data Processing|Languages & Compilers|Operating Systems|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,Business pluralism of electronic prescriptions: state of development in Europe and the USA.,journals/ijeh/SalmivalliH06,full paper
On Adaptive Influence Maximization Under General Feedback Models.,2022.0,22,Computer Networking|Data Processing|Operating Systems|Distributed Systems|Data Science|Data Modeling,On Adaptive Influence Maximization Under General Feedback Models.,journals/tetc/TongW22,poster
Integration of Sentinel-1 and Sentinel-2 Data for Land Cover Mapping Using W-Net.,2020.0,21,Computer Architecture|Operating Systems|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data Science|Databases,Integration of Sentinel-1 and Sentinel-2 Data for Land Cover Mapping Using W-Net.,journals/sensors/GargiuloDIRR20,full paper
Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies.,2000.0,10,Computer Architecture|MLOps|Languages & Compilers|Data Processing|Indexing|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Data Modeling,Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies.,journals/sigmod/PaepckeGRC00,demo paper
