name,area,type
Phone-level pronunciation scoring and assessment for interactive language learning.,Data Science,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Computer Networking,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",MLOps,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Languages & Compilers,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Operating Systems,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Big Data,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Distributed Systems,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Computer Science,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Mathematics for Computer Science,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Information Systems,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Data structures & Algorithms,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Hardware,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Data Science,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Databases,paper
"Computer self-efficacy in the information society: Design of learning strategies, mechanisms and skill areas.",Data Modeling,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Data Management,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Computer Architecture,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,MLOps,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Languages & Compilers,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Data Processing,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Operating Systems,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Indexing,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Distributed Systems,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Computer Science,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Mathematics for Computer Science,paper
A comparative study between syringe-based and screw-based 3D food printers by computational simulation.,Data Science,paper
Stoichiometric capacitance reveals the theoretical capabilities of metabolic networks.,Data Management,paper
Stoichiometric capacitance reveals the theoretical capabilities of metabolic networks.,MLOps,paper
Stoichiometric capacitance reveals the theoretical capabilities of metabolic networks.,Data Processing,paper
Stoichiometric capacitance reveals the theoretical capabilities of metabolic networks.,Languages & Compilers,paper
Stoichiometric capacitance reveals the theoretical capabilities of metabolic networks.,Operating Systems,paper
Stoichiometric capacitance reveals the theoretical capabilities of metabolic networks.,Big Data,paper
Stoichiometric capacitance reveals the theoretical capabilities of metabolic networks.,Computer Science,paper
Stoichiometric capacitance reveals the theoretical capabilities of metabolic networks.,Data Science,paper
The Hierarchy of Distributional Chaos.,Computer Architecture,paper
The Hierarchy of Distributional Chaos.,MLOps,paper
The Hierarchy of Distributional Chaos.,Languages & Compilers,paper
The Hierarchy of Distributional Chaos.,Computer Networking,paper
The Hierarchy of Distributional Chaos.,Operating Systems,paper
The Hierarchy of Distributional Chaos.,Distributed Systems,paper
The Hierarchy of Distributional Chaos.,Mathematics for Computer Science,paper
The Hierarchy of Distributional Chaos.,Information Systems,paper
The Hierarchy of Distributional Chaos.,Data structures & Algorithms,paper
The Hierarchy of Distributional Chaos.,Hardware,paper
The Hierarchy of Distributional Chaos.,Machine Learning,paper
The Hierarchy of Distributional Chaos.,Data Modeling,paper
"Life, IoT, and the Pursuit of Happiness.",Computer Networking,paper
"Life, IoT, and the Pursuit of Happiness.",Languages & Compilers,paper
"Life, IoT, and the Pursuit of Happiness.",Indexing,paper
"Life, IoT, and the Pursuit of Happiness.",Mathematics for Computer Science,paper
"Life, IoT, and the Pursuit of Happiness.",Data Science,paper
"Life, IoT, and the Pursuit of Happiness.",Databases,paper
"Life, IoT, and the Pursuit of Happiness.",Machine Learning,paper
Query by Video Clip.,Computer Architecture,paper
Query by Video Clip.,MLOps,paper
Query by Video Clip.,Languages & Compilers,paper
Query by Video Clip.,Big Data,paper
Query by Video Clip.,Computer Science,paper
Query by Video Clip.,Mathematics for Computer Science,paper
Query by Video Clip.,Information Systems,paper
Query by Video Clip.,Data structures & Algorithms,paper
Query by Video Clip.,Hardware,paper
Query by Video Clip.,Data Modeling,paper
Satellite-Derived Variation in Burned Area in China from 2001 to 2018 and Its Response to Climatic Factors.,Operating Systems,paper
Satellite-Derived Variation in Burned Area in China from 2001 to 2018 and Its Response to Climatic Factors.,Distributed Systems,paper
Satellite-Derived Variation in Burned Area in China from 2001 to 2018 and Its Response to Climatic Factors.,Machine Learning,paper
Satellite-Derived Variation in Burned Area in China from 2001 to 2018 and Its Response to Climatic Factors.,Mathematics for Computer Science,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Data Management,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Computer Architecture,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Computer Networking,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Indexing,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Distributed Systems,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Computer Science,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Mathematics for Computer Science,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Databases,paper
PID Controller Synthesis Using a σ-Hurwitz Stability Criterion.,Data Modeling,paper
MODEM: multi-omics data envelopment and mining in maize.,Computer Architecture,paper
MODEM: multi-omics data envelopment and mining in maize.,Data Processing,paper
MODEM: multi-omics data envelopment and mining in maize.,Languages & Compilers,paper
MODEM: multi-omics data envelopment and mining in maize.,Operating Systems,paper
MODEM: multi-omics data envelopment and mining in maize.,Big Data,paper
MODEM: multi-omics data envelopment and mining in maize.,Distributed Systems,paper
MODEM: multi-omics data envelopment and mining in maize.,Computer Science,paper
MODEM: multi-omics data envelopment and mining in maize.,Mathematics for Computer Science,paper
MODEM: multi-omics data envelopment and mining in maize.,Information Systems,paper
MODEM: multi-omics data envelopment and mining in maize.,Data structures & Algorithms,paper
MODEM: multi-omics data envelopment and mining in maize.,Hardware,paper
MODEM: multi-omics data envelopment and mining in maize.,Data Science,paper
E-Commerce Growth and the Changing Structure of the Retail Sales Industry.,Data Management,paper
E-Commerce Growth and the Changing Structure of the Retail Sales Industry.,Computer Architecture,paper
E-Commerce Growth and the Changing Structure of the Retail Sales Industry.,Data Processing,paper
E-Commerce Growth and the Changing Structure of the Retail Sales Industry.,Languages & Compilers,paper
E-Commerce Growth and the Changing Structure of the Retail Sales Industry.,Operating Systems,paper
E-Commerce Growth and the Changing Structure of the Retail Sales Industry.,Data Science,paper
E-Commerce Growth and the Changing Structure of the Retail Sales Industry.,Machine Learning,paper
Enterprise Network Security - A New Approach.,Indexing,paper
Enterprise Network Security - A New Approach.,Data Science,paper
