title,author
Bounding the Running Time of Algorithms for Scheduling and Packing Problems.,Klaus Jansen
Quantum Isostere Database: A Web-Based Tool Using Quantum Chemical Topology To Predict Bioisosteric Replacements for Drug Design.,Michael Devereux
Quantum Isostere Database: A Web-Based Tool Using Quantum Chemical Topology To Predict Bioisosteric Replacements for Drug Design.,Paul L. A. Popelier
Second-Order Necessary Optimality Conditions for a Class of Optimal Control Problems Governed by Partial Differential Equations with Pure State Constraints.,Bui Trong Kien
Second-Order Necessary Optimality Conditions for a Class of Optimal Control Problems Governed by Partial Differential Equations with Pure State Constraints.,Vu Huu Nhu
Graph clustering-based discretization of splitting and merging methods (GraphS and GraphM).,Natthakan Iam-on
Graph clustering-based discretization of splitting and merging methods (GraphS and GraphM).,Tossapon Boongoen
Design of PID controllers using Filippov's method for stable operation of DC-DC converters.,Damian Giaouris
Design of PID controllers using Filippov's method for stable operation of DC-DC converters.,Marissa Condon
A prototype vision system for analyzing CT imagery of hardwood logs.,Dongping Zhu
A prototype vision system for analyzing CT imagery of hardwood logs.,Philip A. Araman
A prototype vision system for analyzing CT imagery of hardwood logs.,Richard W. Conners
Combining ontology and reinforcement learning for zero-shot classification.,Junfeng Wu
Combining ontology and reinforcement learning for zero-shot classification.,Junyi Xu
Combining ontology and reinforcement learning for zero-shot classification.,Li Yao
Combining ontology and reinforcement learning for zero-shot classification.,Zheyuan Ding
Ternary 2N-point Lagrange subdivision schemes.,Shahid S. Siddiqi
Joint resource allocation for emotional 5G IoT systems using deep reinforcement learning.,Haibo Mei
Joint resource allocation for emotional 5G IoT systems using deep reinforcement learning.,Kun Yang 0001
Joint resource allocation for emotional 5G IoT systems using deep reinforcement learning.,Wenyong Wang
Joint resource allocation for emotional 5G IoT systems using deep reinforcement learning.,Ziyan Yang
Synchronization Induced by Intermittent versus Partial Drives in Chaotic Systems.,O. Alvarez-Llamoza
Neural Network Modelling with Input Uncertainty: Theory and Application.,Guillaume Ramage
Neural Network Modelling with Input Uncertainty: Theory and Application.,Ian T. Nabney
Neural Network Modelling with Input Uncertainty: Theory and Application.,W. A. Wright
Unsteady oblique stagnation-point flow and heat transfer of fractional Maxwell fluid with convective derivative under modified pressure field.,Yan Zhang
Unsteady oblique stagnation-point flow and heat transfer of fractional Maxwell fluid with convective derivative under modified pressure field.,Yu Bai
Approximate confidence intervals for a linear combination of binomial proportions: A new variant.,Sara Escudeiro
Approximate confidence intervals for a linear combination of binomial proportions: A new variant.,Vera Afreixo
Usable and Useful Help in Literature Database Search? A Pedagogical Implementation and the Evaluation of an Interactive Screencast for Iraqi University Students.,Jan Ilhan Kizilhan
Artificial Intelligence Techniques and Methodology.,Jaime G. Carbonell
On the Feature Selection Criterion Based on an Approximation of Multidimensional Mutual Information.,Vir V. Phoha
Path Planning of UAVs Based on Collision Probability and Kalman Filter.,Jinhuan Li
Path Planning of UAVs Based on Collision Probability and Kalman Filter.,Shengming Li
Path Planning of UAVs Based on Collision Probability and Kalman Filter.,Zhenyu Wu
Collaborative optimization of robotic disassembly sequence planning and robotic disassembly line balancing problem using improved discrete Bees algorithm in remanufacturing,Duc Truong Pham
Collaborative optimization of robotic disassembly sequence planning and robotic disassembly line balancing problem using improved discrete Bees algorithm in remanufacturing,Jiayi Liu
Collaborative optimization of robotic disassembly sequence planning and robotic disassembly line balancing problem using improved discrete Bees algorithm in remanufacturing,Quan Liu
Collaborative optimization of robotic disassembly sequence planning and robotic disassembly line balancing problem using improved discrete Bees algorithm in remanufacturing,Wenjun Xu 0002
Collaborative optimization of robotic disassembly sequence planning and robotic disassembly line balancing problem using improved discrete Bees algorithm in remanufacturing,Zude Zhou
Integrated Crash Avoidance and Mitigation Algorithm for Autonomous Vehicles.,Ehsan Hashemi
Integrated Crash Avoidance and Mitigation Algorithm for Autonomous Vehicles.,Yechen Qin
Entropy Measures as Geometrical Tools in the Study of Cosmology.,Gilbert Weinstein
Entropy Measures as Geometrical Tools in the Study of Cosmology.,Jacob Levitan
Entropy Measures as Geometrical Tools in the Study of Cosmology.,Lawrence Paul Horwitz
Entropy Measures as Geometrical Tools in the Study of Cosmology.,Meir Lewkowicz
Entropy Measures as Geometrical Tools in the Study of Cosmology.,Sergey Bondarenko
Entropy Measures as Geometrical Tools in the Study of Cosmology.,Yosef Strauss
The fuzzy cube and causal efficacy: representation of concomitant mechanisms in stroke.,Thomas H. Jobe
The privacy of the TLS 1.3 protocol.,Cristina Onete
The privacy of the TLS 1.3 protocol.,Ghada Arfaoui
The privacy of the TLS 1.3 protocol.,Pierre-Alain Fouque
The privacy of the TLS 1.3 protocol.,Xavier Bultel
Random Graphs And The Strong Convergence Of Bootstrap Means.,Wei Biao Wu
Adoption of Configuration Management in the Industry: Strategies and Lessons Learned.,Cláudia M. L. Werner
Adoption of Configuration Management in the Industry: Strategies and Lessons Learned.,Flavio Lyra
Adoption of Configuration Management in the Industry: Strategies and Lessons Learned.,Leonardo Gresta Paulino Murta
Adoption of Configuration Management in the Industry: Strategies and Lessons Learned.,Marcelo Schots
Adoption of Configuration Management in the Industry: Strategies and Lessons Learned.,Rodrigo Pereira dos Santos
Flight Strategies of Migrating Northern Bald Ibises - Analysis of GPS Data During Human-led Migration Flights.,Bernhard Voelkl
Flight Strategies of Migrating Northern Bald Ibises - Analysis of GPS Data During Human-led Migration Flights.,Christian Sperger
Flight Strategies of Migrating Northern Bald Ibises - Analysis of GPS Data During Human-led Migration Flights.,Johannes Fritz
Wind Speed Forecasting System Based on the Variational Mode Decomposition Strategy and Immune Selection Multi-Objective Dragonfly Optimization Algorithm.,Jianzhou Wang
Wind Speed Forecasting System Based on the Variational Mode Decomposition Strategy and Immune Selection Multi-Objective Dragonfly Optimization Algorithm.,Xinsong Niu
Multidimensional Size Functions for Shape Comparison.,Claudia Landi
Multidimensional Size Functions for Shape Comparison.,Daniela Giorgi
Multidimensional Size Functions for Shape Comparison.,Patrizio Frosini
Multidimensional Size Functions for Shape Comparison.,Silvia Biasotti
Cuckoo filter-based many-field packet classification using X-tree.,Mahmood Ahmadi
Computer Definitions [Guest Editorial].,Willis H. Ware
Approximate solution of the electrostatic nanocantilever model via optimal perturbation iteration method.,Waleed Adel
Output consensus for heterogeneous multi-agent systems with disturbances.,Jilie Zhang
Output consensus for heterogeneous multi-agent systems with disturbances.,Shaojie Qiao
Output consensus for heterogeneous multi-agent systems with disturbances.,Tao Feng 0006
Output consensus for heterogeneous multi-agent systems with disturbances.,Xiaomin Wang
Fast Optical Flow Estimation Without Parallel Architectures.,Yanling Shi
Fast Optical Flow Estimation Without Parallel Architectures.,Yuanwei Li
Does Pooling Purchases Lead to Higher Profits?,Damian R. Beil
Does Pooling Purchases Lead to Higher Profits?,Izak Duenyas
"Which emphasis technique to use? Perception of emphasis techniques with varying distractors, backgrounds, and visualization types.",Aristides Mairena
"Which emphasis technique to use? Perception of emphasis techniques with varying distractors, backgrounds, and visualization types.",Carl Gutwin
A high order flux reconstruction interface capturing method with a phase field preconditioning procedure.,Jabir Al-Salami
A high order flux reconstruction interface capturing method with a phase field preconditioning procedure.,Mohamed M. Kamra
A counterexample to the Bollobás-Riordan conjectures on sparse graph limits.,Jonathan Tidor
A counterexample to the Bollobás-Riordan conjectures on sparse graph limits.,Mehtaab Sawhney
A counterexample to the Bollobás-Riordan conjectures on sparse graph limits.,Yufei Zhao
Circuit QED: generation of two-transmon-qutrit entangled states via resonant interaction.,Dao-Ming Lu
Circuit QED: generation of two-transmon-qutrit entangled states via resonant interaction.,Xi-Mei Ye
Circuit QED: generation of two-transmon-qutrit entangled states via resonant interaction.,Zhen-Fei Zheng
An efficient four-step multiderivative method for the numerical solution of second-order IVPs with oscillating solutions.,Mohammad Mehdizadeh Khalsaraei
On the use of iterative methods in cubic regularization for unconstrained optimization.,Giampaolo Liuzzi
On the use of iterative methods in cubic regularization for unconstrained optimization.,Marco Sciandrone
On the use of iterative methods in cubic regularization for unconstrained optimization.,Tommaso Bianconcini
An automatic method for extracting citations from Google Books.,Mike Thelwall
Personalised QoS-based web service recommendation with service neighbourhood-enhanced matrix factorisation.,Yueshen Xu
A comparative study between dynamic and soft computing models for sediment forecasting.,Ehsan Alvandi
A comparative study between dynamic and soft computing models for sediment forecasting.,Hamid Reza Pourghasemi
A comparative study between dynamic and soft computing models for sediment forecasting.,Khaled Mohamed Khedher
A comparative study between dynamic and soft computing models for sediment forecasting.,Sani Isah Abba
A comparative study between dynamic and soft computing models for sediment forecasting.,Sarita Gajbhiye Meshram
Metric based symbol predistortion for peak power reduction of space frequency coded OFDM systems.,Farokh Marvasti
Metric based symbol predistortion for peak power reduction of space frequency coded OFDM systems.,Mahmoud Ferdosizadeh Naeiny
Real-world reinforcement learning for autonomous humanoid robot docking.,Nicolás Navarro-Guerrero
Real-world reinforcement learning for autonomous humanoid robot docking.,Pascal Schroeter
Real-world reinforcement learning for autonomous humanoid robot docking.,Stefan Wermter
A composite sliding mode autopilot design.,Qunli Xia
A composite sliding mode autopilot design.,Zaikang Qi
Diverse community: Demand differentiation in P2P live streaming.,Lisong Xu
Diverse community: Demand differentiation in P2P live streaming.,Zhipeng Ouyang
Analysis of nonidealities of N-path circuits using impulse response.,Amin Mohammadpour
An adaptive clustering method detecting the surface defects on linear guide rails.,Xuanwei Shi
An adaptive clustering method detecting the surface defects on linear guide rails.,Youhang Zhou
An adaptive clustering method detecting the surface defects on linear guide rails.,Zhuxi Ma
Assessing cloud computing value in firms through socio-technical determinants.,Siyi Dong
Assessing cloud computing value in firms through socio-technical determinants.,Yu Tong
Assessing cloud computing value in firms through socio-technical determinants.,Yuan Liu
An enterprise modelling method based on an extension mechanism.,H. Wang
An enterprise modelling method based on an extension mechanism.,X. Wen
An enterprise modelling method based on an extension mechanism.,Y. Zhou
8 semifield planes of order 8,Norman L. Johnson
Research on Attribute Analysis and Modeling of Color Harmony Based on Objective and Subjective Factors.,Jian Jiang
Research on Attribute Analysis and Modeling of Color Harmony Based on Objective and Subjective Factors.,Jing Lan
Research on Attribute Analysis and Modeling of Color Harmony Based on Objective and Subjective Factors.,Jingyu Liu
Research on Attribute Analysis and Modeling of Color Harmony Based on Objective and Subjective Factors.,Shuang Wang
Research on Attribute Analysis and Modeling of Color Harmony Based on Objective and Subjective Factors.,Shuqi Liu
